symbol	logfc	group
Dlat	-0.03999861556387171	thisxbp
Dld	-0.05360803977103921	thisxbp
Dlg1	0.11065003220352015	thisxbp
Dlg2	-0.03990283704753584	thisxbp
Dlg3	-0.145518071837036	thisxbp
Dlg4	-0.09564073090991912	thisxbp
Dlgap1	-0.05603666002083742	thisxbp
Dlgap4	-0.06015242262405412	thisxbp
Dlst	0.04405233378074234	thisxbp
Dmd	0.18001315161943526	thisxbp
Dmxl2	-0.08431237172130533	thisxbp
Dnaja2	0.03894847150906989	thisxbp
Dnaja3	-0.1273562898263403	thisxbp
Dnaja4	-0.09566358053202607	thisxbp
Dnajb1	-0.00961891794249601	thisxbp
Dnajb6	-0.04868163757554196	thisxbp
Dnajc11	0.07914852190704336	thisxbp
Dnajc5	-0.02524891440347999	thisxbp
Dnajc6	-0.03773832041618018	thisxbp
Dnajc7	-0.01758060715219271	thisxbp
Dnm1	-0.11924939102235586	thisxbp
Dnm1l	-0.02459805573929852	thisxbp
Dnm3	0.08309074230953492	thisxbp
Dnpep	0.2188877427518628	thisxbp
Dock4	-0.1692263828791767	thisxbp
Dock9	0.1544758975433595	thisxbp
Dpp10	0.1718147890971261	thisxbp
Dpp3	0.08426445685445241	thisxbp
Dpp6	-0.14181645196723006	thisxbp
Dpysl2	-0.06892069098778134	thisxbp
Dpysl3	0.00221564726038459	thisxbp
Dpysl4	-0.06166038713006396	thisxbp
Dpysl5	0.16706079284074418	thisxbp
Drg1	0.10131831037544196	thisxbp
Dst	0.06906520499379873	thisxbp
Dstn	-0.09616379419086728	thisxbp
Dtd1	0.02881335528978097	thisxbp
Dtna	-0.01059894182103219	thisxbp
Dusp3	-0.00288249421228398	thisxbp
Dync1h1	0.03333801530249848	thisxbp
Dync1i1	-0.04390395873116771	thisxbp
Dync1i2	0.09978285431058705	thisxbp
Echdc1	0.10349739426236144	thisxbp
Echs1	0.00533719686278257	thisxbp
Eea1	0.00122426057549668	thisxbp
Eef1d	0.05952012055159586	thisxbp
Eef1g	0.12196195957247756	thisxbp
Eef2	0.01710841354349322	thisxbp
Efhd2	0.1782116829889369	thisxbp
Efr3b	0.01405936244687792	thisxbp
Eftud2	0.18175545418009992	thisxbp
Ehd3	-0.10317018637124065	thisxbp
Eif2s1	0.07064664271068062	thisxbp
Eif2s3x	0.08844598819650681	thisxbp
Eif3a	0.04007475746407721	thisxbp
Eif3b	0.0237719590953096	thisxbp
Eif3c	0.02626740898260621	thisxbp
Eif3d	0.25257859945441186	thisxbp
Eif3e	-0.13939584909425976	thisxbp
Eif3g	-0.0698530454438827	thisxbp
Eif3h	-1.1053725325509134e-4	thisxbp
Eif3i	0.11946552820041458	thisxbp
Eif3k	0.04844073603744406	thisxbp
Eif3l	0.17867301978554961	thisxbp
Eif4a2	-0.03778993381511517	thisxbp
Eif4a3	0.20842523551552583	thisxbp
Eif4b	-0.00860957600672703	thisxbp
Eif4e	0.02417860138715921	thisxbp
Eif4g1	0.07593291990628023	thisxbp
Eif4g2	0.0798196282773928	thisxbp
Eif4h	-0.04943854736651269	thisxbp
Eif6	-0.01119750582744917	thisxbp
Elavl1	0.24553265882096187	thisxbp
Elavl3	0.41326102132190584	thisxbp
Elavl4	0.2187802875256702	thisxbp
Elmo2	-0.12183778147787112	thisxbp
Emc1	0.03493397708445146	thisxbp
Emc2	0.1986638334893253	thisxbp
Eml2	0.3697194353685347	thisxbp
Endod1	0.03225274950997908	thisxbp
Eno1	0.0478368207000261	thisxbp
Eno2	0.02756110538219615	thisxbp
Enoph1	-0.13040606656753587	thisxbp
Epb41l1	-0.05761360844720348	thisxbp
Epb41l2	0.03645476958004759	thisxbp
Epb41l3	0.09433844163918824	thisxbp
Epha4	-0.28014119737637133	thisxbp
Ephx1	-0.09605320478165438	thisxbp
Epm2aip1	0.02784797029220892	thisxbp
Epn1	-0.09834522354019092	thisxbp
Epn2	-0.109082060778964	thisxbp
Eprs	0.08876649588814686	thisxbp
Eps15l1	-0.08399055836406172	thisxbp
Erc1	0.03877706736949489	thisxbp
Erc2	-0.08099338989886372	thisxbp
Erlin2	0.12453106475645652	thisxbp
Ermn	-0.0928854961929863	thisxbp
Erp29	0.05801717822685236	thisxbp
Erp44	0.05998253876765597	thisxbp
Etfa	-0.02254348335621356	thisxbp
Etfb	0.00563736321567545	thisxbp
Etfdh	0.0303666451785764	thisxbp
Exoc3	-0.08956952093697342	thisxbp
Exoc4	-0.13800300999041595	thisxbp
Exoc7	-0.03034410186970583	thisxbp
Exoc8	-0.04145325169886406	thisxbp
Ezr	-0.17236573414884426	thisxbp
Fabp3	-0.08766572759418267	thisxbp
Fabp5	-0.09436065322088512	thisxbp
Fah	-0.01178125207211983	thisxbp
Fam126b	-0.00846842958347225	thisxbp
Fam213a	-0.01360402697307382	thisxbp
Fam49a	-0.14426472300907245	thisxbp
Fam49b	-0.07045386394827055	thisxbp
Fam98b	0.3542919998694154	thisxbp
Farp1	0.01780250764237755	thisxbp
Farsb	-0.01693673694575682	thisxbp
Fasn	0.01999764373849101	thisxbp
Fbxl16	-0.10218522260621016	thisxbp
Fbxo2	0.10824060274058728	thisxbp
Fbxo41	-0.1342740644750147	thisxbp
Fermt2	0.02280452802105983	thisxbp
Fh	-0.03965706313004918	thisxbp
Fkbp3	0.0519675297585076	thisxbp
Fkbp4	0.030566082905058502	thisxbp
Fkbp8	0.03697338493015912	thisxbp
Flot1	0.02677093286801513	thisxbp
Flot2	-0.03156472935633038	thisxbp
Fmnl2	-0.00256818845129477	thisxbp
Fmr1	0.0112136787261472	thisxbp
Fscn1	0.06162611583648905	thisxbp
Fsd1	-0.10649589794489712	thisxbp
Fsd1l	-0.18729409470134584	thisxbp
Ftl1	0.36916886314889263	thisxbp
Fubp1	0.1626069463003317	thisxbp
Fyn	0.03046084620199665	thisxbp
G6pdx	0.14869577798414713	thisxbp
Gabbr1	-0.10447565123327916	thisxbp
Gabbr2	-0.05173132445964998	thisxbp
Gabra1	0.08110610296770863	thisxbp
Gabrb2	0.14754079227299582	thisxbp
Gabrb3	0.00228596835699135	thisxbp
Gad1	0.14768215412712798	thisxbp
Gad2	0.0860934304875553	thisxbp
Gak	0.04771903869598998	thisxbp
Ganab	-0.01850707787335727	thisxbp
Gap43	0.2201638813112856	thisxbp
Gapdh	-0.03248547559573972	thisxbp
Gapvd1	-0.09043722121305972	thisxbp
Gars	0.09330726742498974	thisxbp
Gbas	0.09086710891024424	thisxbp
Gda	-0.11398889134112215	thisxbp
Gdap1	-0.00750669663304328	thisxbp
Gdap1l1	0.0460491763138902	thisxbp
Gdi1	-0.07899649360204275	thisxbp
Get4	0.0289754560320658	thisxbp
Gfap	0.04559270069991938	thisxbp
Ggct	-0.30293045341209873	thisxbp
Git1	-0.00543545809433609	thisxbp
Gk	-0.0770452093803369	thisxbp
Gldc	0.08985419739441568	thisxbp
Glg1	0.10597938487513016	thisxbp
Glod4	-0.08724432267913709	thisxbp
Glrx3	-0.01271170634972297	thisxbp
Gls	-0.16372731298988863	thisxbp
Gltp	-0.03232775890354114	thisxbp
Glud1	0.05232084944120871	thisxbp
Glul	0.00584275766036996	thisxbp
Gna11	0.0188084130975934	thisxbp
Gna13	-0.02631418862259578	thisxbp
Gnai1	-0.00522004301327199	thisxbp
Gnai3	0.15088329128778394	thisxbp
Gnao1	-0.01052489846741533	thisxbp
Gnaq	-0.14873492080233133	thisxbp
Gnas	0.05313802583004139	thisxbp
Gnaz	-0.04719890144409303	thisxbp
Gnb1	0.00677459349085571	thisxbp
Gnb2	-0.01454024695686954	thisxbp
Gnb2l1	0.07065982386477168	thisxbp
Gng12	-0.05053474736037088	thisxbp
Gng2	-0.3451522394381412	thisxbp
Gnl1	0.02262439956423198	thisxbp
Gnpda1	-0.13179864599071034	thisxbp
Got1	-0.05323980032357635	thisxbp
Got2	-0.03219743221066246	thisxbp
Gpc1	-0.06223298956770204	thisxbp
Gpd1	-0.05017779827606376	thisxbp
Gpd1l	-0.06120834499870396	thisxbp
Gpd2	-0.1338021662738203	thisxbp
Gphn	0.03815285174116362	thisxbp
Gpi	-0.13638770309192055	thisxbp
Gpm6a	-0.07763755709968706	thisxbp
Gpm6b	-0.20744528433336976	thisxbp
Gpr158	0.0657582461373665	thisxbp
Gprin1	0.02445343985514635	thisxbp
Gps1	0.0803286379333198	thisxbp
Gpt	-0.08665967132888253	thisxbp
Grb2	0.08108043141555964	thisxbp
Grhpr	-0.07164697347988411	thisxbp
Gria1	-0.2679968504713728	thisxbp
Gria2	-0.17725580576098438	thisxbp
Grin1	-0.17950390662255247	thisxbp
Grin2a	-0.29837594220798397	thisxbp
Grin2b	-0.14024087673584523	thisxbp
Gripap1	0.04778129746535405	thisxbp
Grm1	0.00580545218989164	thisxbp
Grm3	-0.1303762279090416	thisxbp
Grm5	-0.16218395208315217	thisxbp
Grpel1	0.04100277202102659	thisxbp
Gsn	0.07416059515631801	thisxbp
Gspt1	-0.07052204955424313	thisxbp
Gstm1	-0.11983548049314192	thisxbp
Gstm5	-0.3078274559303251	thisxbp
Gstm7	-0.15749994623207092	thisxbp
Gstp1	-0.13907665688089244	thisxbp
Gtf2i	0.2869022155943966	thisxbp
Gucy1b3	0.08472852713647587	thisxbp
Guk1	-0.1251296820386984	thisxbp
H1f0	0.27317949786112306	thisxbp
H2afx	0.38040951826714	thisxbp
H2afy	0.4592616780928338	thisxbp
H3f3c	0.41421214160087744	thisxbp
Hadh	0.06730814833179835	thisxbp
Hadha	0.03912493895507468	thisxbp
Hadhb	0.04739609268362522	thisxbp
Hagh	-0.0718997956152414	thisxbp
Hapln1	-0.0021092761049572	thisxbp
Hars	-0.05376597938417453	thisxbp
Hcn2	0.02308830550089338	thisxbp
Hdac2	0.11307603135815776	thisxbp
Hdgf	0.16175149796536317	thisxbp
Hdhd2	0.01537330753746554	thisxbp
Hexb	-0.17132129245773525	thisxbp
Hgs	0.01984214932784263	thisxbp
Hibadh	0.1696269027666974	thisxbp
Hibch	0.0644052696545554	thisxbp
Hip1r	0.2422145427514432	thisxbp
Hist1h2bm	0.6702376620011385	thisxbp
Hist1h4a	0.4053352805078049	thisxbp
Hist3h2bb	1.1193896285189495	thisxbp
Hk1	-0.05241367699622149	thisxbp
Hmgcl	0.0930030044809347	thisxbp
Hmgcs1	0.1012670412379848	thisxbp
Hnrnpa1	0.24653223936161645	thisxbp
Hnrnpa2b1	0.25898185847661503	thisxbp
Hnrnpa3	0.2302447197810174	thisxbp
Hnrnpab	0.27386449688350567	thisxbp
Hnrnpc	0.4063799478257763	thisxbp
Hnrnpd	0.32591117544740456	thisxbp
Hnrnpdl	0.22207726241127965	thisxbp
Hnrnph1	0.2210205041238426	thisxbp
Hnrnph2	0.11023112594597896	thisxbp
Hnrnpk	0.2062840414327529	thisxbp
Hnrnpl	0.2601013222887726	thisxbp
Hnrnpm	0.20923563227260225	thisxbp
Hnrnpu	0.3205384296668849	thisxbp
Hnrnpul2	0.31371919208768695	thisxbp
Homer1	-0.07641843885685054	thisxbp
Homer3	-0.1064441355480394	thisxbp
Hook3	0.07146604563714556	thisxbp
Hp1bp3	0.4064220574715878	thisxbp
Hpca	-0.2194491035656313	thisxbp
Hpcal4	-0.17732031979221766	thisxbp
Hprt1	-0.09150551570745202	thisxbp
Hras	-0.07423373105662814	thisxbp
Hrsp12	0.03676616775849938	thisxbp
Hsd11b1	-0.14342318038970372	thisxbp
Hsd17b11	0.26191706720160773	thisxbp
Hsd17b4	0.10889682070050796	thisxbp
Hsd17b8	0.01219318513471198	thisxbp
Hsdl1	0.1601003795910571	thisxbp
Hsp90aa1	0.01042419947286697	thisxbp
Hsp90ab1	-0.03528758485450747	thisxbp
Hsp90b1	-0.04083236927146834	thisxbp
Hspa12a	-0.16519053813032336	thisxbp
Hspa1b	-0.13646890905547257	thisxbp
Hspa2	-0.026278925989263	thisxbp
Hspa4	0.05166640847943275	thisxbp
Hspa4l	-0.00691275288510695	thisxbp
Hspa8	0.00796906370156616	thisxbp
