control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
wt	xbp	Q9D6Z1	Nop56	0.15526374437065277	0.36600476616439337	0.7228074692849531	0.45332430990954187	0.43651325912630395
wt	xbp	O54734	Ddost	0.16027871690500348	0.36672565427509096	0.7228074692849531	0.45332430990954187	0.43565870792759404
wt	xbp	Q80TJ1	Cadps	-0.058521412340917914	0.36676154777472025	0.7228074692849531	0.45332430990954187	-0.43561620316733624
wt	xbp	Q8QZT2	Ccsap	-0.08661856270142129	0.3674429303162679	0.7228074692849531	0.45332430990954187	-0.43481010412640864
wt	xbp	Q91WJ8	Fubp1	0.16260694630033173	0.367908635410742	0.7228074692849531	0.45332430990954187	0.434260018455307
wt	xbp	P24527	Lta4h	0.0912791137813633	0.36801842181329303	0.7228074692849531	0.45332430990954187	0.43413044140360985
wt	xbp	Q64105	Spr	-0.09358347896007589	0.3680673094678099	0.7228074692849531	0.45332430990954187	-0.43407275345309315
wt	xbp	P62889	Rpl30	0.13588364922026985	0.36848717110092083	0.7228074692849531	0.45332430990954187	0.4335776275255925
wt	xbp	Q9QYR6	Map1a	0.06446381549075511	0.3689203976448084	0.7228074692849531	0.45332430990954187	0.4330673319250437
wt	xbp	Q6ZWN5	Rps9	0.1161599947507481	0.36912303771251004	0.7228074692849531	0.45332430990954187	0.4328288487648103
wt	xbp	Q64012	Raly	0.20547651281451335	0.36975492078604166	0.7231282944486511	0.45352552233762994	0.4320860375988072
wt	xbp	Q02053	Uba1	-0.06836046293691667	0.37321960477337757	0.7259302766852712	0.4552828459926431	-0.42803555136371707
wt	xbp	P12023	App	-0.04627407963918517	0.3734463258102021	0.7259302766852712	0.4552828459926431	-0.4277718090548282
wt	xbp	P48036	Anxa5	0.08614140281900083	0.3736165684756347	0.7259302766852712	0.4552828459926431	0.427573872704282
wt	xbp	Q8K212	Pacs1	-0.04808155191690456	0.37402270937589904	0.7259302766852712	0.4552828459926431	-0.42710202812779774
wt	xbp	Q61543	Glg1	0.10597938487513016	0.37443628021848174	0.7259302766852712	0.4552828459926431	0.42662207784171163
wt	xbp	Q71M36	Cspg5	0.056793199356651725	0.37535408675628057	0.7259302766852712	0.4552828459926431	0.42555885128809934
wt	xbp	Q8VEJ9	Vps4a	0.06811541738638109	0.37546195805755367	0.7259302766852712	0.4552828459926431	0.42543405930597655
wt	xbp	Q8BG05	Hnrnpa3	0.2302447197810174	0.3756234548173157	0.7259302766852712	0.4552828459926431	0.4252472971841499
wt	xbp	P50172	Hsd11b1	-0.14342318038970372	0.375828923309735	0.7259302766852712	0.4552828459926431	-0.4250098002055419
wt	xbp	Q63844	Mapk3	-0.061970152884861615	0.37588622740984917	0.7259302766852712	0.4552828459926431	-0.424943586681724
wt	xbp	Q9DCL9	Paics	-0.051745905169546136	0.3769165676434845	0.7270113570651481	0.455960868893609	-0.42375477239914744
wt	xbp	P27612	Plaa	-0.06621254133401462	0.37923795878823163	0.7305768657454088	0.45819705464242905	-0.42108819963772653
wt	xbp	Q8CC88	Vwa8	0.0550358689844517	0.3799639055592935	0.7310638033488274	0.4585024480734863	0.42025765696463846
wt	xbp	P57780	Actn4	0.0951345301448791	0.380998657824864	0.7320642623024365	0.4591299075063368	0.4190765542463808
wt	xbp	Q9QWI6	Srcin1	-0.058514470732979704	0.3814315411996514	0.7320642623024365	0.4591299075063368	-0.4185833972821905
wt	xbp	P62301	Rps13	0.10550266499423588	0.38206987904401224	0.7323796068523559	0.4593276826491661	0.41785719910982316
wt	xbp	P52480	Pkm	-0.08833655109704187	0.3836691260107924	0.7345338286080226	0.46067874933328024	-0.4160431472249888
wt	xbp	Q920N7	Syt12	0.04607330992172034	0.38583594292150364	0.7377679849179741	0.4627071202891016	0.41359731768390123
wt	xbp	Q8K400	Stxbp5	-0.06584603973142861	0.3863870529496952	0.7379085251017047	0.4627952630996169	-0.41297743434429823
wt	xbp	Q80UG5	Septin9	-0.054900581502689984	0.38712214503872067	0.7383996470183005	0.4631032808130233	-0.41215198447274587
wt	xbp	Q8CCB4	Vps53	0.07445127307803387	0.38792944698936116	0.7390271215765265	0.463496815029507	0.4112472526773494
wt	xbp	P26443	Glud1	0.05232084944120871	0.38844348789265126	0.739095060091313	0.4635394241358605	0.41067215493665404
wt	xbp	Q9QXS6	Dbn1	-0.06839033767957015	0.3890635741532267	0.7393643567856522	0.463708319371881	-0.4099794278566968
wt	xbp	Q8BLF1	Nceh1	-0.06842344814182977	0.3902535430283725	0.7407146486226481	0.4645551840505044	-0.4086531453810182
wt	xbp	O54962	Banf1	0.27054891607741344	0.390817227253038	0.740874375590115	0.46465536026668625	0.4080263007976008
wt	xbp	P12658	Calb1	0.1259033109175629	0.3918909540140787	0.7409937039345196	0.4647301996142007	0.4068347611891867
wt	xbp	Q8VE33	Gdap1l1	0.0460491763138902	0.3919414352690245	0.7409937039345196	0.4647301996142007	0.40677882134594323
wt	xbp	P61620	Sec61a1	0.11962194837360271	0.3929101955731774	0.7409937039345196	0.4647301996142007	0.405706701593587
wt	xbp	P25444	Rps2	0.11047662295825832	0.3932224874402641	0.7409937039345196	0.4647301996142007	0.4053616538817085
wt	xbp	P97300	Nptn	-0.05201671705346571	0.3932782117969619	0.7409937039345196	0.4647301996142007	-0.4053001134897281
wt	xbp	Q9Z1P6	Ndufa7	-0.04918610047879035	0.3937704280167745	0.74101743152974	0.4647450808878264	-0.40475690229483197
wt	xbp	Q7M6Y3	Picalm	-0.05101421202628195	0.3952099006522507	0.7420427632145455	0.46538813979105365	-0.40317218416340544
wt	xbp	P70404	Idh3g	-0.039143257969711395	0.3957136484671927	0.7420427632145455	0.46538813979105365	-0.40261897032592114
wt	xbp	Q9DBC7	Prkar1a	0.05319067645049587	0.39575614038109097	0.7420427632145455	0.46538813979105365	0.4025723380880031
wt	xbp	Q9QUI0	Rhoa	0.05194813212063193	0.39736367209762163	0.7441537859282733	0.46671211326334033	0.4008118396134841
wt	xbp	Q61644	Pacsin1	-0.07094946666760332	0.39813840945911527	0.7447019886372072	0.46705593042804644	-0.3999659228643069
wt	xbp	Q99JY0	Hadhb	0.04739609268362522	0.3986651194558126	0.7447855012808108	0.46710830718553603	0.39939176055165204
wt	xbp	Q6PDS3	Sarm1	0.06575231367765895	0.4012546875831367	0.7475410388664947	0.46883650207496586	0.396579880993057
wt	xbp	Q9D7N9	Apmap	0.07073561690520336	0.40186835081419026	0.7475410388664947	0.46883650207496586	0.3959161953705101
wt	xbp	Q6PB44	Ptpn23	-0.07000244608799042	0.40225922150676996	0.7475410388664947	0.46883650207496586	-0.3954939912224679
wt	xbp	O08553	Dpysl2	-0.06892069098778134	0.4022756746779972	0.7475410388664947	0.46883650207496586	-0.3954762281111133
wt	xbp	P62858	Rps28	0.08317320170977835	0.4025593167229279	0.7475410388664947	0.46883650207496586	0.39517011771242244
wt	xbp	P45952	Acadm	-0.0641364818526053	0.40408749675817807	0.748510719618712	0.4694446582943064	-0.39352458725331085
wt	xbp	Q9D855	Uqcrb	0.055379366570151654	0.40447716965655073	0.748510719618712	0.4694446582943064	0.3931059867142524
wt	xbp	P35564	Canx	0.055533448063348666	0.40453491966448185	0.748510719618712	0.4694446582943064	0.3930439839082424
wt	xbp	P20357	Map2	0.04310136912725669	0.40558287576313923	0.7495520849928828	0.4700977730719895	0.39192038976587507
wt	xbp	P17751	Tpi1	-0.0880969173570422	0.4064817002612264	0.7497502154431912	0.4702220348615736	-0.3909590014954087
wt	xbp	Q8QZS1	Hibch	0.0644052696545554	0.40740390273491683	0.7497502154431912	0.4702220348615736	0.3899748149820983
wt	xbp	P05480	Src	-0.049690698908714526	0.4076400677269485	0.7497502154431912	0.4702220348615736	-0.38972313492692195
wt	xbp	P61358	Rpl27	0.09232688482649462	0.4077261640452569	0.7497502154431912	0.4702220348615736	0.3896314187026402
wt	xbp	Q01405	Sec23a	0.05919060768281628	0.40883648160772845	0.7497502154431912	0.4702220348615736	0.3884503578488448
wt	xbp	Q9D415	Dlgap1	-0.056036660020837424	0.40920606625940614	0.7497502154431912	0.4702220348615736	-0.3880579367305081
wt	xbp	Q3UMR5	Mcu	-0.044517855950073404	0.4094792137926739	0.7497502154431912	0.4702220348615736	-0.38776813923753783
wt	xbp	Q99L04	Dhrs1	0.05596207807715539	0.40987345303646117	0.7497502154431912	0.4702220348615736	0.3873502094540122
wt	xbp	P35802	Gpm6a	-0.07763755709968706	0.41005756119708514	0.7497502154431912	0.4702220348615736	-0.38715517558363016
wt	xbp	Q78ZA7	Nap1l4	0.14203794389205196	0.4112169208148085	0.7501043696052303	0.4704441502905506	0.38592902323139067
wt	xbp	Q9D1Q6	Erp44	0.05998253876765597	0.41206885608025823	0.7501043696052303	0.4704441502905506	0.38503020795443493
wt	xbp	Q9WV02	Rbmx	0.24096047158548314	0.41270224461255756	0.7501043696052303	0.4704441502905506	0.3843631690673458
wt	xbp	Q99KB8	Hagh	-0.0718997956152414	0.41279467493373956	0.7501043696052303	0.4704441502905506	-0.3842659137592589
wt	xbp	P62751	Rpl23a	0.13310756209393232	0.4129748937059769	0.7501043696052303	0.4704441502905506	0.38407634993290085
wt	xbp	P05532	Kit	-0.0871779931536269	0.41359480862332293	0.7501043696052303	0.4704441502905506	-0.3834249210756078
wt	xbp	P11404	Fabp3	-0.08766572759418267	0.4138377933572149	0.7501043696052303	0.4704441502905506	-0.38316985031359807
wt	xbp	Q91VD9	Ndufs1	0.035650341946744345	0.4141352927335026	0.7501043696052303	0.4704441502905506	0.382857757214868
wt	xbp	Q810U4	Nrcam	-0.07491834581990309	0.41509766126635395	0.7509670803940478	0.4709852179878436	-0.38184971350651653
wt	xbp	Q9DCS9	Ndufb10	0.047521986262968524	0.41601243480183997	0.7517417681506933	0.47147108014007627	0.38089368791866074
wt	xbp	D3YXK2	Safb	0.23032681966227334	0.4171376358741455	0.75289444792705	0.4721940081483888	0.3797206245509994
wt	xbp	Q8BNY6	Ncs1	-0.050099079665292034	0.41967354309950466	0.7560962215722284	0.47420206961685	-0.3770884085537294
wt	xbp	P19246	Nefh	0.10697567986331004	0.41989032887312105	0.7560962215722284	0.47420206961685	0.37686412813749864
wt	xbp	P35486	Pdha1	-0.0421617110803972	0.42115722631707597	0.7574946620021914	0.47507913172508986	-0.3755557431792434
wt	xbp	Q8VD04	Gripap1	0.04778129746535405	0.4217552943883758	0.7576882905000473	0.4752005700179953	0.3749394569090218
wt	xbp	Q6PEB6	Mob4	0.04472089492636505	0.4236416450741587	0.7601931958647795	0.4767715754988592	0.3730013541903436
wt	xbp	Q8JZQ2	Afg3l2	0.04974050525483101	0.4249780138487721	0.7613673287742587	0.47750795830278664	0.3716335375053267
wt	xbp	Q61490	Alcam	-0.06936264816519605	0.42528155646096133	0.7613673287742587	0.47750795830278664	-0.37132345128765865
wt	xbp	Q925N0	Sfxn5	0.04574654414475225	0.4271676033992292	0.7638587352451495	0.4790704976609341	0.36940169183731564
wt	xbp	P52196	Tst	0.057957830481124545	0.42927260473775664	0.7667354616414266	0.48087469872941646	0.3672668263839542
wt	xbp	Q8R5C5	Actr1b	0.0487657154460543	0.4302690628566348	0.767571560099008	0.4813990759286094	0.3662598793733319
wt	xbp	P18760	Cfl1	-0.08894058797199361	0.4307343317837151	0.767571560099008	0.4813990759286094	-0.36579051131146806
wt	xbp	Q9CPX6	Atg3	-0.05570961307437857	0.43436938244011136	0.7695356280834057	0.482630883569617	-0.36214079462071647
wt	xbp	Q9DCB8	Isca2	0.04667636452935575	0.4353155497983039	0.7695356280834057	0.482630883569617	0.3611958192405293
wt	xbp	O55125	Nipsnap1	-0.04841136660566794	0.43578419663428747	0.7695356280834057	0.482630883569617	-0.3607285231465995
wt	xbp	Q8BMF3	Me3	-0.05906249865946517	0.4362454606763235	0.7695356280834057	0.482630883569617	-0.3602690790321468
wt	xbp	P50396	Gdi1	-0.07899649360204275	0.43691908832092186	0.7695356280834057	0.482630883569617	-0.3595989812200381
wt	xbp	P61089	Ube2n	-0.07063053333670538	0.43737640225234675	0.7695356280834057	0.482630883569617	-0.3591446521352613
wt	xbp	Q6ZWX6	Eif2s1	0.07064664271068062	0.43751549113195176	0.7695356280834057	0.482630883569617	0.35900656528390923
wt	xbp	A2A5R2	Arfgef2	0.05374718888987973	0.4376801133404914	0.7695356280834057	0.482630883569617	0.3588431857668154
wt	xbp	Q9D379	Ephx1	-0.09605320478165438	0.4377986407481398	0.7695356280834057	0.482630883569617	-0.35872559113834473
wt	xbp	Q921J2	Rheb	-0.059707220153331034	0.4389554789401985	0.7695356280834057	0.482630883569617	-0.35757952584240266
wt	xbp	Q61301	Ctnna2	-0.04940142546522497	0.4390772609818563	0.7695356280834057	0.482630883569617	-0.35745905363989516
wt	xbp	O88448	Klc2	0.04444384082796701	0.4395144340441748	0.7695356280834057	0.482630883569617	0.357026857739693
wt	xbp	Q6WVG3	Kctd12	-0.04879948856306511	0.44013864237079847	0.7695356280834057	0.482630883569617	-0.35641050048572326
wt	xbp	Q9DCZ4	Apoo	0.03760157773679549	0.44051867910006015	0.7695356280834057	0.482630883569617	0.35603567168305444
wt	xbp	Q7TT50	Cdc42bpb	0.040205565673122265	0.44068189564460014	0.7695356280834057	0.482630883569617	0.3558747910674689
wt	xbp	Q9CPY7	Lap3	-0.08376970250173232	0.44082484986113446	0.7695356280834057	0.482630883569617	-0.3557339317302796
wt	xbp	O54946	Dnajb6	-0.04868163757554196	0.4415344682616087	0.7695356280834057	0.482630883569617	-0.3550353876888764
wt	xbp	P00405	Mtco2	0.03857433008246857	0.44162028681826604	0.7695356280834057	0.482630883569617	0.3549509845296246
wt	xbp	E9PUL5	Prrt2	-0.06346115955670509	0.441991479990536	0.7695356280834057	0.482630883569617	-0.3545861022091863
wt	xbp	Q62261	Sptbn1	-0.03324332416050954	0.44251056538198086	0.7695356280834057	0.482630883569617	-0.3540763556275892
wt	xbp	Q148V7	Kiaa1468	-0.053413306499034814	0.44286290598820843	0.7695356280834057	0.482630883569617	-0.3537306945160672
wt	xbp	P97461	Rps5	0.10443735250647385	0.44312709946996265	0.7695356280834057	0.482630883569617	0.35347168984564303
wt	xbp	Q08460	Kcnma1	-0.049529700850206915	0.443808772012516	0.7695356280834057	0.482630883569617	-0.35280411805943784
wt	xbp	Q9JMA1	Usp14	-0.0745858117677704	0.4449231765021794	0.7695356280834057	0.482630883569617	-0.35171497082007736
wt	xbp	P51859	Hdgf	0.16175149796536317	0.44495142529832976	0.7695356280834057	0.482630883569617	0.35168739772996377
wt	xbp	Q80TZ3	Dnajc6	-0.03773832041618018	0.4458689191937545	0.7695356280834057	0.482630883569617	-0.3507928005660786
wt	xbp	Q9D8Y1	Tmem126a	0.07760717987361165	0.4463476518239574	0.7695356280834057	0.482630883569617	0.35032674565001776
wt	xbp	Q9CPW0	Cntnap2	-0.05749778647545316	0.44676104692817264	0.7695356280834057	0.482630883569617	-0.3499247000184408
wt	xbp	Q921M7	Fam49b	-0.07045386394827055	0.44712522928094034	0.7695356280834057	0.482630883569617	-0.34957082414144386
wt	xbp	P13020	Gsn	0.07416059515631801	0.44740257476229617	0.7695356280834057	0.482630883569617	0.34930152090581773
wt	xbp	P70296	Pebp1	-0.10680587863915075	0.44818285493605525	0.7695356280834057	0.482630883569617	-0.34854476125272765
wt	xbp	Q3TXS7	Psmd1	0.04154306564357732	0.4482331529748055	0.7695356280834057	0.482630883569617	0.34849602459360973
wt	xbp	Q76MZ3	Ppp2r1a	-0.043137242176279664	0.4486709718664259	0.7695356280834057	0.482630883569617	-0.34807202756083855
wt	xbp	P14069	S100a6	0.04479500027328076	0.44894295677271756	0.7695356280834057	0.482630883569617	0.3478088374658328
wt	xbp	Q8BMF4	Dlat	-0.039998615563871714	0.4497537110763369	0.7695356280834057	0.482630883569617	-0.34702524445083643
wt	xbp	O08547	Sec22b	0.07355578473406582	0.45002092273137173	0.7695356280834057	0.482630883569617	0.3467672941901086
wt	xbp	Q9CPR4	Rpl17	0.1447647895667848	0.4502655066585105	0.7695356280834057	0.482630883569617	0.3465313216172379
wt	xbp	Q9DB05	Napa	-0.04377010369791024	0.4516970692959722	0.7695738086598919	0.4826548293424861	-0.3451527272219054
wt	xbp	P18572	Bsg	0.04190884941916201	0.4534617300184727	0.7695738086598919	0.4826548293424861	0.3434593594156228
wt	xbp	P51881	Slc25a5	0.04609279943824912	0.45388630938589813	0.7695738086598919	0.4826548293424861	0.3430529167236162
wt	xbp	P70288	Hdac2	0.11307603135815775	0.453911553971998	0.7695738086598919	0.4826548293424861	0.34302876248204667
wt	xbp	Q8CJ40	Crocc	0.05109070366216318	0.45531046182950474	0.7695738086598919	0.4826548293424861	0.34169237063926206
wt	xbp	P19783	Cox4i1	0.03633973888222625	0.4562790187762814	0.7695738086598919	0.4826548293424861	0.34076950106994713
wt	xbp	P46471	Psmc2	0.04092146997190727	0.45646386405263717	0.7695738086598919	0.4826548293424861	0.34059359767779834
wt	xbp	P24288	Bcat1	0.06090265513746276	0.4578586820436116	0.7695738086598919	0.4826548293424861	0.33926854618642066
wt	xbp	Q8BUV3	Gphn	0.03815285174116362	0.45789530359474206	0.7695738086598919	0.4826548293424861	0.33923381079278303
wt	xbp	Q61035	Hars	-0.05376597938417453	0.4579569463369282	0.7695738086598919	0.4826548293424861	-0.3391753491734045
wt	xbp	Q6PGF7	Exoc8	-0.04145325169886406	0.4580916033037443	0.7695738086598919	0.4826548293424861	-0.33904766865236174
wt	xbp	Q8VE62	Paip1	0.061722599961005084	0.458182769082744	0.7695738086598919	0.4826548293424861	0.3389612473879854
wt	xbp	P63321	Rala	-0.06532377082362376	0.45872727471950236	0.7695738086598919	0.4826548293424861	-0.33844543709054997
wt	xbp	Q91Z53	Grhpr	-0.07164697347988411	0.4587980244356449	0.7695738086598919	0.4826548293424861	-0.3383784608199096
wt	xbp	Q8CAQ8	Immt	0.030621003322271214	0.45947480084984826	0.7695738086598919	0.4826548293424861	0.33773830180116254
wt	xbp	Q8CG76	Akr7a2	0.04243725035431492	0.45979230934775883	0.7695738086598919	0.4826548293424861	0.3374382971723585
wt	xbp	Q9CRB9	Chchd3	0.0444341888509204	0.46002100073782204	0.7695738086598919	0.4826548293424861	0.3372223415871964
wt	xbp	Q9WTM5	Ruvbl2	0.06336151850856946	0.4603293051995083	0.7695738086598919	0.4826548293424861	0.33693137643924975
wt	xbp	P62761	Vsnl1	-0.05670706145635168	0.46054688891286966	0.7695738086598919	0.4826548293424861	-0.3367261470969614
wt	xbp	Q9D8B3	Chmp4b	0.048110507372274715	0.4607224207455518	0.7695738086598919	0.4826548293424861	0.33656065258530127
wt	xbp	Q9JHU4	Dync1h1	0.03333801530249848	0.4607947580980535	0.7695738086598919	0.4826548293424861	0.33649246999725463
wt	xbp	Q9R1R2	Trim3	0.06434545095932637	0.462023297933323	0.7695738086598919	0.4826548293424861	0.3353361242084439
wt	xbp	Q9QYJ0	Dnaja2	0.038948471509069896	0.46275826645729057	0.7695738086598919	0.4826548293424861	0.3346458145097521
wt	xbp	Q8BW75	Maob	-0.0625580848124057	0.46329463134301374	0.7695738086598919	0.4826548293424861	-0.3341427323710159
wt	xbp	Q9CQV8	Ywhab	-0.0857012316887273	0.46332016582849544	0.7695738086598919	0.4826548293424861	-0.334118796888484
wt	xbp	P48962	Slc25a4	0.03518092245809144	0.4640682144290441	0.7695738086598919	0.4826548293424861	0.33341817683158537
wt	xbp	Q62446	Fkbp3	0.0519675297585076	0.4650435939648765	0.7695738086598919	0.4826548293424861	0.3325063337101004
wt	xbp	P50544	Acadvl	-0.061040167801888	0.4652165884300743	0.7695738086598919	0.4826548293424861	-0.33234480784040693
wt	xbp	P37040	Por	0.04096344575421104	0.4655806499955971	0.7695738086598919	0.4826548293424861	0.33200507770259585
wt	xbp	P57776	Eef1d	0.05952012055159586	0.4660243611991013	0.7695738086598919	0.4826548293424861	0.3315913801816588
wt	xbp	Q7TQI3	Otub1	0.08273436272360224	0.46621910392396937	0.7695738086598919	0.4826548293424861	0.331409934679072
wt	xbp	O88485	Dync1i1	-0.043903958731167717	0.4665512482815861	0.7695738086598919	0.4826548293424861	-0.3311006442573431
wt	xbp	Q9Z2D6	Mecp2	0.272199679759093	0.46672534544616096	0.7695738086598919	0.4826548293424861	0.33093861418121123
wt	xbp	Q99PT1	Arhgdia	-0.08218943855080066	0.46750926600004183	0.7700445799254421	0.48295008370571485	-0.3302097770207515
wt	xbp	Q9WUM4	Coro1c	-0.037163676958944736	0.46911590842272144	0.7718680282354682	0.4840936986819354	-0.32871983922709846
wt	xbp	Q8BFZ9	Erlin2	0.12453106475645653	0.47015184032825896	0.7724861290186901	0.48448135393304376	0.32776185958130916
wt	xbp	O35083	Agpat1	0.05277202399775581	0.470491551719474	0.7724861290186901	0.48448135393304376	0.3274481704823247
wt	xbp	O88696	Clpp	-0.051967603283676236	0.47233283516185376	0.7731786115433532	0.4849156592992126	-0.3257518625242247
wt	xbp	Q9EPL2	Clstn1	-0.042697048216155206	0.4726592201874815	0.7731786115433532	0.4849156592992126	-0.32545186588311026
wt	xbp	Q5H8C4	Vps13a	0.07687856774732008	0.47273536796133986	0.7731786115433532	0.4849156592992126	0.32538190449665433
wt	xbp	P20152	Vim	0.15504236351860312	0.4729150730799151	0.7731786115433532	0.4849156592992126	0.32521684362654985
wt	xbp	P14106	C1qb	-0.10323405393911317	0.4742850234875817	0.7745627109558946	0.4857837271287511	-0.32396058886150036
wt	xbp	O35381	Anp32a	0.11288053660842899	0.4747643283334836	0.7745627109558946	0.4857837271287511	0.3235219194350409
