"","TgXBP1s /
WT","5xFAD /
WT","TgXBP1s-5xFAD /
5xFAD"
"Ndufv1",0.606967007874787,-0.331398082346032,0.339635165535113
"Cmas",0.687611704575643,-0.330716951945188,-0.0472975367280553
"Paip1",0.338961247387985,-0.329769980737291,0.571038497355806
"Prosc",-0.275909264696601,-0.328160875064897,-0.106610061562758
"Prmt8",-0.0196016258665843,-0.32757266041786,-1.3553329091111
"Spr",-0.434072753453093,-0.327001051647565,0.30272445275607
"Mpp2",0.884113373228826,-0.325600915423615,0.183495030517598
"Lman1",0.0615284123852026,-0.321832129986806,0.339987045727318
"Hspa9",-0.608335158626593,-0.321096210972956,0.421812496399081
"Camsap2",-0.545573367692093,-0.320326005394255,0.220493725000672
"Pkm",-0.416043147224989,-0.319105046677179,0.240627853433046
"Psmd3",-0.254147540662054,-0.318088306549695,0.126981828202971
"Rtn3",-2.05195930314233,-0.317770886308442,-0.714181165052429
"Ablim2",-1.12477025172068,-0.316992628013842,0.0581781637592595
"Timm44",-0.0654998396617097,-0.313205663374131,0.316929812137718
"Alcam",-0.371323451287659,-0.30788689636585,-0.926557517091134
"Pex5l",-0.944028797129538,-0.307144390712012,0.682904561178987
"Dctn2",0.873941593578921,-0.307090176771638,0.911427894421696
"Rcn2",0.723049070406302,-0.305390395639307,0.872606732394072
"Atic",0.168462820846562,-0.303516534292278,0.113318289065626
"Sirpa",0.047456163551378,-0.303306736067182,1.18611412355991
"Ppp2r5e",-0.155242164270452,-0.302346781238452,0.380578353893787
"Rnpep",0.0112282859567412,-0.3007193314241,-0.15239855917595
"Jam3",-0.210278168652328,-0.299993832370204,0.454590828569408
"Ddb1",-0.0837254589791802,-0.299760219577918,0.0169274390971774
"Nrcam",-0.381849713506517,-0.299202589379475,0.513430091207705
"Pgm2l1",-0.795946191807991,-0.298128782054985,-0.348394501525516
"Ppp2cb",-0.21387956069168,-0.29805106125474,0.118367755387019
"Ndrg1",0.0276497886552788,-0.298041845319907,0.208148831143759
"Gps1",0.770497581373239,-0.295972159522509,0.704982660138753
"Aldh6a1",0.0400944793671194,-0.294459954889342,0.0753498686988288
"Bcat1",0.339268546186421,-0.294281270645596,0.159785862244291
"Nefh",0.376864128137499,-0.29280692129886,-0.0952288400717023
"Taok2",-0.319992623433522,-0.290234862711311,0.411944909273786
"Gstm7",-0.613413140639441,-0.283599945050142,0.325159184062226
"Gria2",-1.18444660567769,-0.282013929074255,-0.232386489627581
"Ap2a2",-1.01136889483473,-0.281599859205809,-0.0847789217593653
"Myh14",0.0138792413125172,-0.281397978387208,0.131647183367704
"Hibadh",0.810255461673339,-0.277544807954387,0.527740495382046
"Gltp",-0.114258289896667,-0.277439288722793,0.382292662917769
"Coro1b",0.149323616832174,-0.276858634926021,1.18259681768038
"Ndufb7",0.1518622079352,-0.276646830474412,2.46339690807512
"Myl6",0.922240582467964,-0.27596098755149,0.644982050435865
"Grm5",-1.1517706651524,-0.275912908468596,-0.436168152970102
"Aprt",0.311250694300992,-0.273976077813564,0.961228061186401
"Ube2n",-0.359144652135261,-0.269983658967441,0.534487814361734
"Cltc",-0.56571747897331,-0.264631323273775,-0.0598164605108873
"Myh10",0.0132679130905845,-0.261746453902715,-0.247264153123213
"Cntn2",-0.16616794674966,-0.260552153144208,0.730547599936421
"Gnb1",0.042660181540008,-0.257448061859014,-0.318099121541752
"Ccdc132",-0.57932043158886,-0.255235572129644,0.156092451183218
"Ruvbl2",0.33693137643925,-0.252082925398013,1.58188910137933
"Dlg4",-0.646816117882153,-0.250713061194437,-0.0699918811446289
"Cct2",0.0443481189199015,-0.250616820162422,0.532482062183966
"Hspa2",-0.163727386409862,-0.248817058811277,0.846732182883067
"Anxa6",-0.11519316884774,-0.242252161446549,0.830112386524316
"Abr",-0.643178823913691,-0.241637105010506,-0.123244378072429
"Txnrd1",0.105439546812959,-0.239124424124294,0.645205811192396
"Atp5b",-0.142955622435795,-0.234637944768781,0.532798182413337
"Naca",0.458403605807606,-0.234440084390647,1.34645825901055
"Bclaf1",0.687523300665408,-0.232963687547772,0.395867715387397
"Idh3g",-0.402618970325921,-0.232221257419762,-0.319065485449027
"Rala",-0.33844543709055,-0.229862112056341,-0.301508012198537
"Map2",0.391920389765875,-0.228237600554106,0.342427553006527
"Sdha",0.201368733782665,-0.226734787179844,-0.189205027843243
"Syn1",-0.895017345864534,-0.226521633811808,0.441106064814777
"Hibch",0.389974814982098,-0.222886677551229,0.0944530314724831
"Trim28",0.669616090188968,-0.221397474809057,0.566019950464531
"Ckb",0.104944275225145,-0.220523549596378,0.483181157731252
"Lrpprc",-0.183849612740551,-0.220388714597596,-0.184474779567374
"Mag",-0.101562477103888,-0.219071537785413,-0.340021759281497
"Pdha1",-0.375555743179243,-0.215815826737356,-0.267197700214854
"Pcbp2",0.578459027443729,-0.215502676549783,1.52389508275676
"Septin6",0.898145522667,-0.214203123955507,0.649281332766358
"Aco2",-0.114127971368601,-0.211449547104211,0.0135657863043343
"Asl",-0.233497861657464,-0.211439376099293,0.256962192134184
"Ppp2ca",-0.289118252103973,-0.211401155050679,0.349332407991129
"Cct8",-0.0499952910329528,-0.210128939426475,0.10032025439658
"Grpel1",0.279558330601286,-0.209763617450148,2.54503039817127
"Slc27a4",-0.554735804784428,-0.208768893615422,0.112989577827693
"Supt16h",0.952559078725332,-0.206078347406465,-0.903432986885088
"Cttnbp2",-0.125848302615322,-0.205864860207706,0.135860506285182
"Dnajb6",-0.355035387688876,-0.205534196197486,-0.0102925893420831
"Cmpk2",-0.197189937330765,-0.203416578046427,-0.250839713270059
"Cntnap2",-0.349924700018441,-0.199847387460144,-0.154635113063341
"Tln2",0.532687465753953,-0.199664973327731,0.271408216988241
"Tsg101",0.0984078234871384,-0.197210862000235,0.416337042107194
"Daam1",-1.07057233137693,-0.194331855176329,0.0330607678523661
"Psat1",-0.0518565601342778,-0.193559555281879,0.968342268265412
"Stoml2",-0.0765384993883257,-0.193427005247846,1.27581794264971
"Prpf8",0.842070670485653,-0.192525174423131,0.400492339421057
"Uqcrb",0.393105986714252,-0.191068296534754,0.26580705283611
"Scg2",1.66876517405963,-0.189004032151112,-0.238850978294032
"Pcbp3",1.07847007594002,-0.186707719796834,-0.0244716992466517
"Cul5",-0.0881356516918603,-0.186391625162246,0.412544134851
"Dlgap1",-0.388057936730508,-0.184446090561032,0.263302385277115
"Lin7a",0.479654837111196,-0.183690897522066,-0.538692401383588
"Coro1c",-0.328719839227098,-0.18342190921475,-0.234395114321409
"Prrt1",-1.44237412707183,-0.181440280407035,0.0287943766158187
"Carkd",-0.0256479912667413,-0.180990198642508,1.44026180741818
"Aldh4a1",0.751065670500979,-0.180946079979224,0.142127410290964
"Uqcrc1",0.58112969299915,-0.180762060930958,0.053161335965509
"Igsf8",0.148957591287495,-0.180471836365925,-0.129856252441252
"Vps4a",0.425434059305977,-0.180276694691524,-0.0907978733396538
"Mtx1",-0.0129291429160149,-0.178073888025417,0.166012966274096
"Tuba4a",-1.30875636793092,-0.177250301465578,0.0718202817804859
"Atp6v1b2",-0.725404047193256,-0.17554304179178,-0.0366015410164939
"Rps5",0.353471689845643,-0.175528861827342,1.08931809170435
"Caskin1",0.701871130418989,-0.174777286953546,-0.0588343689619193
"Ckap5",0.189331075354788,-0.173828964271438,0.18086977923322
"Klc2",0.357026857739693,-0.172726460198574,1.33716193580054
"Chchd3",0.337222341587196,-0.172305562754419,0.657658049221027
"Sorbs2",-0.268425068325545,-0.17086725007952,-1.00050501451761
"Sarm1",0.396579880993057,-0.169972799159087,-0.288847293996045
"Picalm",-0.403172184163405,-0.169441345134815,0.512381880523948
"Ywhag",-0.192438912241253,-0.168713072356286,0.677786158924939
"Fbxl16",-0.709190478721826,-0.168668800358865,-0.284416879333412
"Akap5",-0.219655802402759,-0.168657353607668,0.187105338964663
"Kiaa1468",-0.353730694516067,-0.167160262462695,-0.023220941273884
"Usp15",0.0978295967874783,-0.166702320731528,-0.530953973651648
"Cse1l",0.513732730363932,-0.165240536567554,0.307755120313339
"Acot7",-0.207960694707982,-0.160625788324795,-0.162133944691595
"Ahcyl1",0.753316688550959,-0.159906446912983,0.0626736556899107
"Myh9",0.0980555871957278,-0.158377062288979,-0.0435195704078389
"Luc7l2",1.15820970263478,-0.158325341870382,0.768616097608713
"Ddah1",-0.0830259129678383,-0.155548667529231,1.10569039943218
"Cox5a",0.182601273249691,-0.149833919220134,0.37162301757693
"Gad2",0.575516610923437,-0.149537696351195,-0.496652200417285
"Hsp90aa1",0.0473373992509037,-0.149437932365599,0.84187207706657
"Ak3",0.230621615131422,-0.146130365905475,-0.0527105258502404
"Cds2",0.665015535068129,-0.144602384421708,-0.271455836367623
"Anxa11",-0.955750031282938,-0.14460040878648,0.0927301607203287
"Aifm1",0.26969966870135,-0.143410549529099,-0.196518025892319
"Slc32a1",0.739816375990428,-0.142734255503444,-2.39215099941192
"Hsd17b11",0.95322163966485,-0.141440505365366,0.825275202697063
"Ptprd",-0.686765642016177,-0.140959629232687,0.130505071776435
"Mpp6",-0.456147003152676,-0.140251998821697,-1.16548003917091
"Atg3",-0.362140794620716,-0.138698342437675,1.42951645444275
"Prkca",0.285871777264185,-0.1383230482201,0.165655558738127
"Ube2m",-0.142800595696721,-0.138069057417736,1.20903090846438
"Scai",-0.69907261924337,-0.133622168721672,0.855886396485465
"Nudt10",-0.284381897836119,-0.13349733312593,-0.507292253506893
"Flot2",-0.182282589473221,-0.13330611899847,0.0105609567797473
"Basp1",0.799845438018269,-0.13216427944136,-0.0409980570375933
"Trappc5",0.210311408336614,-0.129265510988991,0.39403794048989
"Sh3glb2",-0.0324969458534159,-0.127951251778576,0.613006773412321
"Ap2s1",-0.31053391574878,-0.126177896388709,0.728111295932547
"Cnksr2",-1.47492449446302,-0.126056413891105,-1.49676264180883
"Nfasc",-0.493643056721997,-0.124038854651828,-0.0153722637843883
"Atp2a2",-0.0820959017538121,-0.123520841701342,-0.45036926084682
"Sae1",1.01977247056317,-0.121825506512454,2.12444822085224
"Gpd1l",-0.484588652184883,-0.120273235666266,0.103792985090622
"Snph",0.0658483904135024,-0.119332111087895,-0.00462086529861967
"Ptbp2",0.80469241436509,-0.118471454031951,0.306339264233882
"Amph",-0.281345811353516,-0.117973603737718,0.464197525615094
"Clta",3.03272785251549,-0.117695490606951,0.853333726509508
"Calr",-0.777328812656052,-0.117547188381207,1.33194720448059
"Tcp1",-0.216519908527647,-0.116281785969812,0.108482054657627
"Gls",-1.77819114500382,-0.115903498078828,-0.23169180620351
"Dpysl5",1.02936263996585,-0.114370502716174,0.129841545195248
"Slc25a5",0.343052916723616,-0.113494615839603,-1.26228928684113
"Mcu",-0.387768139237538,-0.112790300802146,0.0176723389292895
"Nmral1",-0.27027060870374,-0.112644420317843,0.0986131350653702
"Erp29",0.500587292422035,-0.107300029063951,1.96518893416346
"Rab5a",-0.0248018954177651,-0.106823183530357,0.0876420489609132
"Guk1",-0.483887398068931,-0.106282232203874,0.581646690986721
"Lgi1",-0.816885704806929,-0.104492231226273,-0.887677142478615
"Arhgef2",-0.704449787887189,-0.104352549383537,0.00806769857535265
"Gspt1",-0.498264888332461,-0.100360478308317,0.0237623162279643
"Crmp1",-0.0070025986272365,-0.100073226758726,0.444332633559061
"Sf3b3",1.05199563738916,-0.0987792120521934,0.432398222119823
"Pdia3",0.0400938343363035,-0.0945406739994037,1.22436275151753
"Plcl1",0.152500111010759,-0.0934110538293636,0.556442089542769
"Gnb2",-0.0500642242810851,-0.0929279682831549,-0.231076594289747
"Kcnab2",-0.299277136440412,-0.0919647878928899,-0.0285188598082202
"Irgq",-0.264725983680217,-0.09086822198751,-1.41905605689464
"Dnm3",0.668566262962858,-0.0907523195570069,-0.424568706723776
"Bub3",0.786946584086135,-0.0868423042790741,0.224076290738721
"Epb41l1",-0.506311043576812,-0.085885918388179,-0.49194961811207
"Ampd2",1.18181632399949,-0.0851506348356404,-0.819393970735051
"Ryr2",-1.35237796937119,-0.0835037175987873,-0.287441852153829
"Adssl1",0.493627821088998,-0.0819730832964516,0.154692027158798
"Pdhb",-0.532160958352014,-0.0818678428150387,-0.337486265866736
"Glrx3",-0.0492867998044554,-0.0818505584161453,-0.0237254857459926
"Tubb4a",-0.0387490522170593,-0.0817389544238965,-0.0655036809746451
"Snx6",0.184397657889536,-0.0805163812001231,0.763117773278649
"Taok1",0.0170400201062631,-0.0799986640095357,0.18206581922485
"Fermt2",0.199004578911855,-0.0793776584337539,-0.0346597954507143
"Aacs",0.557092687696781,-0.0786613026871157,0.746140553985799
"Ctnna2",-0.357459053639895,-0.0783577939148693,-0.078595999685853
"Kpnb1",0.547153470675642,-0.0749522207893529,0.4288973973804
"Atp6v1a",-0.71153806602678,-0.0744870424691323,-0.0349904268507585
"Glud1",0.410672154936654,-0.0706922726087711,0.105748163883495
"Gnai1",-0.0399170704279692,-0.0686171246474049,-0.847417471283224
"Me3",-0.360269079032147,-0.0666859318212807,-0.310540811996434
"Ppp2r1a",-0.348072027560839,-0.0662809344018806,0.372839186898034
"Bsn",-0.566947469930717,-0.0662302870881523,-0.0568864213892833
"Ppp3cb",-1.24119835626492,-0.0654060340042366,-0.44548501543308
"Lamtor2",0.186493966853095,-0.0650189745171352,0.27550236170394
"Tpp2",-0.588067341376307,-0.0648403945201143,0.54650244763816
"Anks1b",-0.897496606902343,-0.0621428512918449,-0.234829753125276
"Efhd2",1.00641034976744,-0.0620354979781839,0.0313269284518877
"Mlf2",-0.152572505939388,-0.0613255570730509,-0.55440108618661
"Snrnp200",0.654811190181507,-0.0602569082008222,0.298589110923191
"Inpp4a",0.579612236964276,-0.0595882704450085,-0.450802043520788
"Atp5c1",-0.261544278291205,-0.0589951458029253,-0.350333304864219
"Syngap1",-0.960956599808178,-0.0586519636609722,-0.0488824329563446
"Elavl4",0.659421902271239,-0.058586862521847,0.0534600765573093
"Psmb1",0.0113713521303543,-0.0575880754422085,0.00404214023719484
"Septin5",-0.159044528866217,-0.0556964517071434,0.0615245763042049
"Ass1",-0.168059632830625,-0.0541147536107915,0.25151832513021
"Actn1",-0.689068572016061,-0.0538421291690047,-0.898025125011491
"Gstm1",-0.545648560393655,-0.0537591487368267,0.901559343342873
"Sars",0.151257330712227,-0.0504024786233639,0.378498528984559
"Syngr3",-1.40067171676719,-0.049407129891575,-0.943751232188202
"Sh3glb1",-0.141772126026341,-0.0482021095562028,0.79513229115158
"Tjp1",0.140833443632366,-0.0464325647882284,-0.0522486085200501
"Micu3",-1.12865800789261,-0.0438380290061498,-0.450765280662515
"Nckipsd",-0.630153333543908,-0.0434065733785346,0.84064772859323
"Gng2",-1.01938632294279,-0.0425575535532106,-1.80672422044416
"Rap2b",-1.38949275316719,-0.0417464778047617,-1.58292575161881
"Thop1",-0.0728874121824003,-0.0405990965489114,0.524329495332467
"Gpd2",-1.49898025775706,-0.0404062349878849,-1.65657474847862
"Katnal1",1.00752181323128,-0.0394110769817516,1.27414104714258
"Pc",0.19436442514452,-0.0372312421004887,-0.290315731177787
"Hip1r",1.52945342028331,-0.0348108938208974,-0.975659471167059
"Txn",0.492747391454792,-0.034299345630155,0.196020025019341
"Rac3",-0.218632024895471,-0.0342138840737674,-0.0241493048945291
"Dhx15",1.15533765181584,-0.0336100397880726,0.0147510686059319
"Epb41l2",0.305697576936043,-0.0323966237022021,0.270075300915528
"Thy1",-0.0881418568604358,-0.0315698627132735,-0.0630304580157378
"Dclk1",0.444689706384536,-0.0252978628029172,0.134977939792809
"Nt5dc3",-1.55711420898222,-0.0247427009065819,0.211236719421652
"Ddx17",1.3064849185775,-0.0243044906298025,0.223106285202489
"Dnm1",-0.859675884578321,-0.0230801958701971,-0.0158027081244097
"Ctbp1",0.0335574879517803,-0.0226070349409298,0.373406380962427
"Srrt",0.784333760475387,-0.0213707416934963,0.777677750592761
"Uba2",1.20353780379625,-0.0197365321177613,1.68978360504987
"Sgip1",-0.974924330022148,-0.0189078370658002,0.153408330445432
"Abi1",-0.765752374296665,-0.0153094916288293,0.91928200331094
"Ppp1r21",0.0576895628612323,-0.0113929839234641,0.202745002007693
"Rras2",-0.794979306594202,-0.0111698477715193,-0.467566477685081
"Strn",-1.01187357344404,-0.00984636968920173,0.694444214214215
"Vcl",0.09211510483412,-0.00925427094357651,0.237139066899503
"Gphn",0.339233810792783,-0.00856532364641005,-0.238932558610955
"Rps27a",-0.0918067751259902,-0.00853482719084732,-0.608274376908908
"Sec23a",0.388450357848845,-0.00798402036857494,0.543443265831975
"Hars",-0.339175349173404,-0.00640631601240763,0.559836312413279
"Pdcd6",1.08973835622077,-0.00596397267062661,0.166315294740726
"Cnot1",0.634231696188321,-0.00579828157706588,-0.0933552641142183
"Etfdh",0.239435473627719,-0.00568467753777375,-0.141743302321256
"Fam49b",-0.349570824141444,0.00136102567388979,0.256357847506193
"Sub1",1.51494634366607,0.00385942843231088,0.936806981659873
"Rab3a",-1.09846787410925,0.00562611427101132,-0.445590743300758
"Pacsin2",0.589136541578886,0.00653308096116498,1.28188289574388
"Trap1",-0.291008919832721,0.00675046253311755,-0.855589790481479
"Copb2",0.311701946637178,0.00726719717205245,0.556273420113725
"Tagln3",-0.95239672292576,0.0087490666276539,0.11878723985791
"Ppp2r2a",0.0574442998351999,0.00879581185307262,-0.480439211467793
"Gria1",-2.04532938808594,0.00919195066655781,-0.506013245471097
"Atp5h",0.580761184931687,0.0117758746536008,0.272477249232987
"Aldoa",-0.744465883603582,0.0117805791094434,-0.160442980006705
"Pcsk1n",0.316089765645606,0.0125926416483516,-0.249951224894409
"Itsn1",0.0541325633565545,0.0130327317318814,0.274032426567339
"Hspd1",-0.0515740066935659,0.0144315659907308,0.492342966102654
"Icam5",-1.07332918325575,0.0147713633968529,0.617430670147484
"Pclo",-0.530012276271606,0.0156723823882137,-0.207824488989197
"Sh3gl2",-0.697165529110785,0.0162920999847442,-0.0559256209832953
"Puf60",0.497490111563447,0.0166129869967256,-0.130664802872901
"Pdk3",-0.905967085220508,0.0177908299120022,-0.0615794157800633
"Dgkg",-3.07142218569016,0.0179952969794209,-0.255361086711874
"Ppp1ca",-0.294437299247479,0.0182741205337822,-0.295260243300392
"Snx2",-0.0968548832648398,0.0192957180977726,0.496611322323352
"Septin7",-0.320717956799492,0.0228903694635821,0.0417501305559123
"Rapgef2",-1.31024263259816,0.0238975070311222,0.579144283277206
"Ank2",-0.0116148302143441,0.0251212456701913,-0.155497153401877
"Tnr",-0.521367948173527,0.0256208127603812,0.131354140902423
"Pdcd6ip",0.636260712600733,0.0256742644497653,0.258916993527748
"Gnaq",-1.3291052396192,0.0264171387786349,-0.370264365320727
"Rab4b",-0.245459086225734,0.0299130247617045,-0.109172779605571
"Bles03",-0.664941920114394,0.0321255335530779,0.722788415705019
"Pa2g4",0.287505895924279,0.0332608872928822,0.199568898353317
"Actn4",0.419076554246381,0.0332923180023201,0.158074147701215
"Eif4a2",-0.258668327024245,0.0338746410792333,0.441566166867764
"Ap1g1",0.79908818827546,0.0346624232936828,-0.195857824938027
"Pip5k1c",-0.498379169038313,0.0373897099594873,-0.227089844935491
"Hk1",-0.440065392152791,0.0378878854978335,-0.188228496615632
"Atp5a1",-0.0329787810890481,0.0396436226921619,0.0287495254636988
"Clip2",-0.069387011985259,0.0426329760280742,0.249388956062402
"Erc2",-0.516059305068428,0.0461997073532601,-0.125682602727686
"Decr1",0.236539473949372,0.0475678750788712,0.223371351176632
"Osbpl1a",0.11251952810802,0.0478126537117519,0.107417996165013
"Klc1",0.478883140093747,0.048666243738219,0.208195556998139
"Ntm",0.461857277220469,0.0491870154429466,-0.634124678425658
"Mink1",-1.44985085045567,0.0503056702923563,-0.646549416271667
"Ctbp2",0.580368801916628,0.0516461268083844,-0.0458286276880261
"Cct3",-0.191033649565499,0.0537715159347418,-0.0426686612111469
"Me2",1.22967251623265,0.0538302071386196,0.778125022871221
"Gpd1",-0.271610196475901,0.0564308330476119,0.0280304913760443
"Ywhaq",0.18996186668075,0.0565121430649201,0.158507973096638
"Pacs1",-0.427102028127798,0.0567986953408621,-0.128658822525017
"Snta1",-0.112195437869077,0.0568180170360221,-0.0141177379878813
"Tbcb",-0.0242632160285103,0.0570587423241719,1.03048867401936
"Dpysl4",-0.17264788679505,0.0574539274176426,1.72219860017512
"Mapk8ip3",0.453893022113253,0.0588137581354799,-0.27937394122035
"Camk2a",-1.53545925960549,0.0600952847232873,-0.672731084392397
"Cntn1",-0.954508272667532,0.0614583434188988,-0.220409423853691
"Uqcrc2",0.482946338299466,0.0624038374117789,-0.535157041489747
"Srpk2",0.24688549372481,0.0629845425382231,-1.35100412211481
"Septin9",-0.412151984472746,0.0674497313121081,-0.198431013202195
"Trappc3",0.225312226724154,0.0674633588825079,0.442270248619806
"Endod1",0.251284106606947,0.0680720713372852,-0.64814570586856
"Psmb6",0.086588458937808,0.0683051545307043,0.91384811439131
"Fam213a",-0.0727938634129558,0.0684073180815651,-0.0797578872294033
"Usp9x",0.116159832606827,0.0690031069150639,-0.385375590659538
"Phactr1",-1.42137004417262,0.0706572303897173,-0.829786752914484
"Ube2o",-0.108899904208626,0.070935550777964,-0.514641826655538
"Cacna2d1",0.318787793321061,0.0712998097250955,-0.138200401148484
"Fkbp4",0.141708708780303,0.0726226676058916,0.277218735392968
"Ywhah",-0.19642460637602,0.0761880530970534,0.828540385287373
"Rock2",-0.765578251755176,0.0774268774727724,0.0078651338290678
"Mob4",0.373001354190344,0.0784137384818451,0.488393275201588
"P4hb",0.492358564104885,0.0792551021778224,1.12536218421363
"Eif2s1",0.359006565283909,0.080884979169902,-0.114041640771182
"Cndp2",-0.00971465079192264,0.0813345183169546,0.766664380593786
"Rab10",-0.830113642569648,0.0818789487531763,-0.297926430821429
"Tst",0.367266826383954,0.0819637224538301,0.324902159840369
"Dnm1l",-0.17547244307176,0.0828107273837278,0.0703315765894502
"Ccsap",-0.434810104126409,0.0833230903350629,0.0795152172389824
"Ccdc47",0.162550837204413,0.0864133304144595,-0.635432406880275
"Mtch1",-0.103184508854557,0.086949394531825,0.0601824021717492
"Vamp1",-0.153008843797673,0.087085038543928,0.379598817712189
"Fubp1",0.434260018455307,0.0873213884693654,0.417445034831608
"Rgs7",-0.504824616958901,0.0879140260663726,-0.928821379161052
"Cyfip2",-0.77515839440452,0.0887198873662504,-0.235213927274399
"Pcyt2",-0.524858643850682,0.0892590520768455,0.24368650603197
"Aldoc",-0.260762427181649,0.0894240721000716,0.20730588017001
"Psmd5",-0.691063016155968,0.089997341624043,0.0858788007895887
"Ddx42",1.60265728286494,0.0930721256412236,0.188113588040236
"Rpl27",0.38963141870264,0.0947236418637138,0.206680058936185
"Naa15",0.563716891685921,0.0959277425152488,-0.144926421144467
"Gnas",0.475486549361117,0.0988192596853105,-0.207992043672808
"Mthfd1l",-0.138610440168305,0.099824431741775,-0.620302046970534
"Anxa2",-0.0534651540327461,0.10245685322372,-1.58568804585724
"Ddx6",1.03909208125914,0.104484733962845,-0.132974066159486
"Akr1b1",-0.000799553758915812,0.105193543155727,-0.0334009587786414
"Hdac2",0.343028762482047,0.106340955094151,-0.243702063229241
"Elmo2",-0.924539677185306,0.109163721368894,0.0904097148542104
"Phyhipl",0.605627645354742,0.109539715758588,0.0839819217909727
"Psmc6",0.292281376978346,0.110561500845799,-0.319210786487672
"Kiaa1045",-0.0295653781431722,0.113963882923217,0.165072489050718
"Vps26b",0.0724384170068748,0.114328099105146,0.186039084385361
"Ogdh",0.117829531877594,0.114381260773414,-0.850723191909198
"Rab3c",-0.782531568441582,0.117187231532141,-0.230261447778208
"L2hgdh",-0.270566912427374,0.119560728224323,-0.0953951921343603
"Psma5",0.804318202037953,0.122822531645879,0.928321071666561
"Rogdi",-0.888195022254626,0.123160649672387,-0.0552560864371991
"Uchl3",-0.0991089674238416,0.12495235395315,0.343252276734064
"Homer3",-1.0331371735569,0.125018431661907,0.40598153655149
"Me1",-0.643471698784362,0.125769928955008,-0.0665707467323066
"Mapk3",-0.424943586681724,0.126057497658431,0.5036279228477
"Cct4",0.194028510981633,0.129469767816393,0.14106888134124
"Dmxl2",-0.88058740500846,0.130739970306361,-0.281466403641178
"Snx1",0.553362455492283,0.131352186136919,0.923877381607806
"Psmc2",0.340593597677798,0.133001396035522,0.0145974747571395
"Nckap1",-0.785469185790122,0.13361086784487,-0.280083244182145
"Dlg1",1.06045402844172,0.134164145816593,-0.369732852976288
"Srcin1",-0.418583397282191,0.134496479358439,-0.214153003601888
"Dnajc6",-0.350792800566079,0.136408186275128,-0.540008468227249
"Vamp2",0.655472600977098,0.136535029444708,0.687107761613186
"C2cd2l",0.253993913730573,0.137782541982037,-0.0712030141856921
"Mgea5",-0.170931989174613,0.140473025735535,-0.610030357302931
"Dtna",-0.0761591894424902,0.141457794698526,-0.136218932285992
"Tkt",-0.124049464915192,0.141689899599037,0.127551946385035
"Kctd12",-0.356410500485723,0.143053928729583,0.173462403400588
"Usp5",-0.0693063951704359,0.143195797045074,0.58126536482964
"Lrrc7",-0.759463977317431,0.143313194474459,-0.186312939416528
"Erp44",0.385030207954435,0.143571308673213,-0.628898452780192
"Htra2",0.468791620693945,0.14835301126128,0.123947363072469
"Plec",-0.265785380437404,0.148733857277099,-0.897789229293469
"Shank1",-0.793831537088943,0.148982861384455,-0.268154443376247
"Madd",-1.74294426561278,0.149460034160604,-0.327613673481415
"Tom1l2",0.036859537825082,0.152251815030168,0.265444692968501
"Soga3",-0.509639739199865,0.152654729384768,-0.0143152956178624
"Hgs",0.148236042984997,0.152790632271868,0.4455077112009
"Cpne1",-0.246921651624062,0.157663311560427,0.167764700454146
"Ndufs8",0.176743640599622,0.160415636206671,-0.954381189404425
"Prmt5",0.507706277217327,0.160800448384851,-0.409931600296748
"Sec31a",0.704514798231043,0.161220228735167,1.29888842906697
"Cct7",-0.167935061426363,0.163267299829369,-0.0348922045192354
"Wdr48",0.577360128624579,0.163267767220357,-0.330052485816347
"Rps25",0.559222290588895,0.163964294784608,-0.0139172880762617
"Rpl4",0.249841083589513,0.164089813120098,-0.137745183346482
"Dync1i1",-0.331100644257343,0.164875485712699,-0.152853287414044
"Pcbp1",0.929347627315885,0.166186229448286,0.445441425046736
"Cntnap1",-0.559430468980816,0.167843299410936,-0.445164321109271
"Atp1a1",0.793646114814979,0.168902852891694,-0.518316799827399
"Tubb2a",-0.837095883326695,0.175990689900463,-0.672041246620866
"Stx1b",0.735681742681822,0.176547608986738,-0.640622004687358
"Pkp4",-0.226046614157064,0.177022065763202,-0.289462761585962
"Rragb",-0.0115002608843462,0.177350321170263,-0.0828707042177999
"Myo6",1.18233874658066,0.178023265945795,-0.141648644518242
"Camk2b",-1.22195778752197,0.178412999025326,-0.295897667816278
"Mapk1",-0.694587940913709,0.178996086552245,-0.358811679774783
"Ndufs2",-0.217620045551153,0.1792905955599,-1.48747160871692
"Arf5",-1.41723547948465,0.180887736233069,0.221395959125241
"Prnp",-0.573171795840576,0.182688389501449,-0.917030163558715
"Dlgap4",-0.469027580690274,0.185034439127195,-0.31655804600195
"Rpl23a",0.384076349932901,0.185313222061919,0.222350430612235
"Anxa7",-0.829274519601108,0.186290130906505,0.602363086312079
"Rph3a",-0.487578736204286,0.19317137746815,-0.162314230196998
"Ap1b1",0.832285273860045,0.193289019358871,0.19324398365294
"Clybl",0.0639510059839045,0.196623628636583,1.37983950579888
"Gsn",0.349301520905818,0.197317604176894,0.288601933113078
"Cotl1",-0.731200140169687,0.197840446440402,0.229101453332187
"Xpo1",0.536166449845654,0.198410602923262,0.0611547332083899
"Got2",-0.204377951205289,0.198634407919822,-0.258650504613499
"Rps16",0.170748972792215,0.200155759144159,0.0845512036925828
"Mthfd1",-0.0628819206658653,0.201586394785168,0.2394375463783
