"","TgXBP1s /
WT","5xFAD /
WT","TgXBP1s-5xFAD /
5xFAD"
"Usp14",-0.351714970820077,-1.12794358968156,0.555478355978371
"Ddx39b",1.20948410767177,-1.12452698428297,1.69031363518706
"Capza2",-1.37885923087122,-1.12252892299593,2.07175000005224
"Ephx1",-0.358725591138345,-1.11459106959844,0.869742308294307
"Lsamp",-1.31122745760033,-1.10890464036557,0.14921190352483
"Sh3bgrl3",-1.84562638211687,-1.10427425233828,0.839355951467847
"Coro1a",-1.14453429017716,-1.09650516558133,1.11911182411941
"Ppp1r7",-0.479192160767898,-1.08553901364787,1.32624574419561
"Calb2",0.977528270928488,-1.08053800522575,1.22089451046466
"Ppm1e",-0.907247017573494,-1.07687198230088,1.69122811931804
"Otud6b",-0.188310145092483,-1.07580895606001,0.505055836136896
"Matr3",0.468058069699732,-1.07170722115478,0.306620840258073
"Cab39",-0.14102421866792,-1.06836340648469,2.34068722047656
"Fh",-0.317801363276546,-1.06690689375782,0.0298221399151679
"Eps15l1",-0.818084047195857,-1.05381614412647,0.615600010220561
"Mbp",0.015304356658311,-1.05133292967739,-0.0122041736671465
"Auh",0.166993270265823,-1.04659171412352,0.0844400425687889
"Rab3b",0.461199208939289,-1.04297885034852,0.637750203013668
"Abat",0.519871989963541,-1.04255539802026,0.550595977313384
"Pfn2",-0.75605246944973,-1.04057894465903,-0.126507792804846
"Dstn",-0.570500523771092,-1.03957484182564,1.10069580984944
"Gstp1",-0.574346564702761,-1.02617822556273,0.897599455383469
"Ndufv2",0.213920627195984,-1.01416560536556,1.50148036805536
"Aldh5a1",0.0244782352515561,-1.00867606756583,1.18511020530593
"Ppm1g",0.945210840896404,-1.00821293352861,1.24111128449135
"Pitpna",0.0541964267632132,-1.00494897311315,2.01650661762004
"Add1",-1.17212812358655,-1.00041360642576,0.237575682088559
"Bcan",-1.00816282610839,-0.996675699582385,0.752188708573726
"Nck2",-1.15442629308319,-0.992145084967742,0.969242621799768
"Eea1",0.00765905408340019,-0.992096077013244,1.90331445542625
"Mdh2",-0.218505102932196,-0.989151665189036,0.601135529079778
"Fkbp3",0.3325063337101,-0.986555110387512,0.547316048361632
"Grhpr",-0.33837846081991,-0.985349885874644,0.946712746712447
"Arpc4",-1.24089725650784,-0.981312654007117,0.974701065748331
"Kbtbd11",-1.57788450589575,-0.976006637583588,0.311946096333025
"Cops3",0.0493711291670979,-0.973100513835075,0.818332141394767
"Prpsap2",-0.654219514520522,-0.970089613424367,1.07841561985535
"Rhog",0.0961154097364207,-0.970067650533841,-0.201167337384659
"Enoph1",-0.46840616346577,-0.969859137844003,0.12249724155193
"Ubqln2",-0.141496836717838,-0.960158731868314,1.87506168157236
"Idh2",-0.858677745074136,-0.95593244195426,0.882655181220107
"Rasal1",-1.60945807347052,-0.955813700598928,0.209947426581819
"Sh3gl1",-0.036231437291129,-0.952719980095282,1.96992742740262
"Hspa12a",-1.15563385730606,-0.950374230914587,0.354186026320585
"Hnrnph2",0.194779712280083,-0.94781328296706,-0.433999536174908
"Asrgl1",-0.144215357671007,-0.943913782337749,2.43227228831252
"Hspa1b",-1.60379765204701,-0.942958843645433,1.24794979917638
"Tars",-0.578946637594745,-0.934192278166492,0.102873519841385
"Rbbp4",0.661665056317226,-0.932726495450346,0.692121625059199
"Sptan1",-0.589023071211547,-0.931043405773797,0.500081801081962
"Calb1",0.406834761189187,-0.927952295758099,2.19079964089921
"Slc6a11",1.64355325343444,-0.927911798191031,-0.45890917323026
"Pebp1",-0.348544761252728,-0.92705682951418,0.492003965191192
"Calm1",-0.672409795474049,-0.927013396435682,1.34098928157199
"Qdpr",-0.484242900456528,-0.92255023395512,0.944637148284038
"Ssb",0.498465312595533,-0.918780829497307,0.299691921837155
"Atp6v1e1",-0.737082422110595,-0.916370084549033,0.699964529354079
"Ubl4a",-0.480359947154453,-0.916044742195722,0.459223990637016
"Sfpq",0.769815560751281,-0.912130363832093,0.574204168772299
"Phyhip",-1.15942358832827,-0.904822524880801,0.240061136900528
"Ezr",-1.58159779848175,-0.904071549593326,0.9469063442237
"Ptprz1",-0.0660831598946827,-0.877181731461983,1.20997937337567
"Vat1l",0.118043106810329,-0.8767881797523,-0.397697978855248
"Pip4k2c",-0.908661565468385,-0.876230315904735,1.37202955782303
"Nono",0.667506416683644,-0.873839500777791,0.46348129629371
"Park7",-0.186365534393938,-0.869621584590424,2.8270925869816
"Wasl",-1.55612339395161,-0.869464245042113,1.22009315178975
"Ncl",0.762319852314436,-0.862506505736963,1.13866559376122
"Phgdh",-0.248590196517697,-0.861101093567516,0.970540613494282
"Dbn1",-0.409979427856697,-0.860421799597177,0.600625653071289
"Got1",-0.220844445494175,-0.860054207802333,0.434388743732585
"Apmap",0.39591619537051,-0.859143652336156,1.05832387640222
"Prepl",-0.223306113156,-0.857904799177257,1.39264521956099
"Prdx5",-0.811805042774905,-0.856175228029136,0.497718142542941
"Hnrnpul2",0.673296030914407,-0.849701489369545,0.908103099495488
"Rdx",-0.0878044843165949,-0.838683114661516,1.70119069002849
"Arpc1a",-1.20969708519275,-0.83810779776082,0.650171569643933
"Mapre2",0.0369972589223438,-0.836196353510518,-0.0268017009415758
"Glul",0.0430417616419452,-0.83290110916575,0.573815947610767
"Ckmt1",0.0842966042851137,-0.829060301175718,1.49372679674231
"Crym",-1.22760413417357,-0.828292503942194,0.527332315791917
"Gpi",-0.759357872446414,-0.819688981197404,0.374068529044567
"Arl3",-0.248634801330678,-0.812351033922831,0.91021892984533
"Cmpk1",0.0917910144678158,-0.810534066250757,0.610067415271381
"Ywhaz",-0.305012745269646,-0.80989765070498,0.798152556663435
"Hp1bp3",0.745534159889577,-0.806635955771299,0.0871639454960351
"Specc1",-1.65808375720199,-0.805205483516243,0.271248267185301
"Cops4",-0.131243161720259,-0.799695992850389,0.731221338801946
"Tardbp",0.441919739017572,-0.787053675946221,0.151840022704814
"Dpysl3",0.00731496083924019,-0.784262212617846,-0.885751284756083
"Cbr1",-0.00372901125756711,-0.781140232293247,1.19783572698093
"Wasf3",-0.803503600254834,-0.777421507449747,0.206190075215546
"Aamdc",0.0734362579309848,-0.770365224968166,0.612315666933943
"Hnrnpa1",0.542540403543391,-0.769291428929737,0.25610037297971
"Wasf1",-1.75470037410545,-0.769249433273056,0.750446914465257
"Dhx9",0.70414264453664,-0.762606115794572,0.736701972223129
"Hadh",0.319059300130203,-0.759314795927859,0.604168102311071
"Bin1",-0.129758567731038,-0.759000930509842,1.28760297352787
"Map6",0.76827447349164,-0.752668724893296,0.212766853964727
"Prdx2",0.281355442592099,-0.748616250333234,1.90090681097159
"Akr1a1",-0.319212582329545,-0.74704143011969,-0.016976502373377
"Ube2v1",-0.301287778842942,-0.742117783784743,0.665414165880211
"Ccdc177",-0.84532598535008,-0.737016426278291,0.628593642617903
"Eif4a3",0.967619785444293,-0.736866469249921,0.433834898524684
"Uchl1",-0.312188388357058,-0.73449832563949,1.32533171804921
"Lrrc47",0.0678180873739245,-0.733377201288609,0.76651914074663
"Psma7",0.171071400402806,-0.732566078397021,1.24964342730377
"Mog",-0.470916566951822,-0.728584299432987,-0.502439295617652
"Cs",-0.09663292878979,-0.726993121251316,0.147682580079784
"Nop56",0.436513259126304,-0.717937127473057,0.467803441432945
"Myh11",0.179954891442217,-0.716779697221489,-0.503267386418938
"Ahcy",0.477198264067795,-0.716155655856696,1.07233210627138
"Pgk1",-0.272691568977016,-0.712465820284529,0.779948149858034
"Mif",-0.181777371985725,-0.709313024893008,0.527397797760418
"Map2k1",-0.0747542872713835,-0.702288157155939,0.670388842440935
"Aldh7a1",-0.0921089092226598,-0.694999975062679,1.60182436281472
"Ddx5",0.658611946894219,-0.689786599006581,0.373941664098848
"Cbr3",-0.976114864973973,-0.688364525318066,1.20886797003199
"Cox6b1",0.159695085007826,-0.685082577054131,0.0890276748151154
"Psma4",9.96516914339686e-05,-0.676854592983725,1.33370248160237
"Pak1",-0.0594933564796867,-0.676089991494105,1.34388786757811
"Fah",-0.0458352165398177,-0.674147705232607,0.453732868145959
"Srsf5",0.585490955629266,-0.67228505755008,0.144368435350003
"Clmn",-0.198050209388779,-0.671248189643451,0.797576292889228
"Pcmt1",-0.650406347943762,-0.66537224167239,0.294562793164705
"Fscn1",0.450946956693183,-0.660179864509816,0.533956851072042
"Ktn1",0.281823120249093,-0.657483095962442,0.96008819039324
"Raly",0.432086037598807,-0.652513083709848,-0.00176560829727383
"Pspc1",0.999235926332098,-0.648108079739222,0.525434180621932
"Ak1",0.061227150551856,-0.645191371365017,0.994120531533186
"Begain",-1.31011065160501,-0.6451340854534,0.499186662627004
"Ppp3ca",-1.30913294772022,-0.642290874646517,-0.0972245892201862
"Cap2",-1.04501837676935,-0.639231815809875,0.137246235475606
"Lin7c",1.32199358963265,-0.637853509060439,0.97097929978029
"Pccb",-0.296402016019951,-0.634313237531035,0.818057042126351
"Gdi1",-0.359598981220038,-0.63165957724331,0.535753953447121
"Nmt1",-0.0466556412542377,-0.629745242238591,0.7497264136405
"Grin2a",-1.53603336918591,-0.628160124133699,0.01960640812868
"Camkv",-1.57109334799831,-0.622125015425716,0.378941070299106
"Cacna1e",-1.49137160174386,-0.620444867241204,0.0727107374556754
"Twf2",-1.31490504689552,-0.614127132816939,1.63886859276713
"Ina",-0.495689031997294,-0.611637969236963,-0.146019005176706
"Taldo1",-0.309868382726693,-0.609883905149073,0.563911250807313
"Nefm",-0.274957349631571,-0.605358589797144,-0.216850237170821
"Hnrnph1",0.783680809941188,-0.604499342835573,0.981524279479851
"Hcn2",0.17967180396466,-0.604036014379892,-0.135574948325595
"Cnp",-0.488147638822466,-0.603069778916769,-0.172235310661455
"Myo1d",-0.461858265186667,-0.601943307937723,-0.048461859416734
"Psma1",-0.301229620260451,-0.601708613954826,0.899465092744091
"Ncdn",-1.73855606741894,-0.597799755841986,0.0406682367467396
"Elavl3",1.04903437402079,-0.59511757928941,-0.335435099417924
"Dctn5",0.138802247414482,-0.594439293381388,0.0321326024410541
"Uqcrfs1",0.202832496776831,-0.594221749897955,0.149617679692384
"Srr",-1.47306428281387,-0.594127088434847,0.250133669940257
"Lancl2",-0.0114490035494362,-0.589364694825926,0.452754538065302
"Ldha",-0.943515199337083,-0.583293652439993,0.248562366110661
"Gpm6b",-1.25361061140556,-0.582755512407232,-0.147863941102708
"Ndufaf2",0.00434161822767453,-0.577992819023421,0.811573685961565
"Gldc",0.504483699795321,-0.572852514226459,-0.273155499350038
"Prkar1a",0.402572338088003,-0.570947306662022,0.101167934945523
"Arhgdia",-0.330209777020751,-0.569291626780027,1.30868151416677
"Fam49a",-0.511693023429669,-0.567363424560819,0.693869174240055
"Ahcyl2",0.269437062354882,-0.558072737464031,0.862925092487195
"Ppa1",0.753855563959442,-0.555671665004308,0.897835394003216
"Ywhab",-0.334118796888484,-0.554729493398097,1.34549912286152
"Necab2",-1.7798087082178,-0.550425943512362,0.113058336799393
"Rpn1",0.223396658592026,-0.54988220007174,1.16489827018854
"Acta2",0.0417322407042788,-0.545675049773709,-1.64023070262926
"Dlat",-0.347025244450836,-0.543786034563997,0.744969382684823
"Agap3",-1.13304983329602,-0.542459092520631,0.842936429650042
"Nsf",-1.67927568655355,-0.535444861561055,-0.115809857839023
"Thrap3",0.476157145957647,-0.533518524514621,0.183348127804299
"Wdr1",-0.739831978165032,-0.532441273786968,0.537379456028395
"Homer1",-0.514575011651637,-0.531920028936664,0.791075343773638
"Idh3a",-0.174323097578048,-0.531915308680218,0.0154936077180511
"Nadk2",-1.07484871171307,-0.529955663517413,0.863683002613654
"Dnajb1",-0.0395577589740446,-0.520658297036711,-0.263120270616628
"Hnrnpm",0.507552565566141,-0.518961308970336,0.718648401664112
"Psma3",0.202314623554901,-0.51720650680414,0.537757431575013
"Rab11b",0.306525959160285,-0.501404965511814,0.248669459345328
"Myef2",0.634101310856686,-0.49830834389833,0.940864803255479
"Rnf214",-0.109301837102,-0.497072087866872,0.46239103594543
"Pgd",-0.000625617562431397,-0.496728709914196,1.63503419184497
"Gripap1",0.374939456909022,-0.496298941403797,0.528056316332358
"Maob",-0.334142732371016,-0.495957796639648,-0.045043965747897
"Grb2",0.268213978677637,-0.49297499279707,0.349381898533402
"Stk39",-0.137288366447209,-0.492890137707997,-0.460569309151599
"Ldhb",0.290179372743524,-0.486862783572571,0.249451826135272
"Psma6",-0.294701944156616,-0.485992826776714,0.723171744496097
"Mut",0.0293478107044766,-0.484620838262943,0.375311415947153
"Prkcg",-1.73173748872993,-0.483207336384812,-0.498909694593203
"Plcb1",-0.759420667162001,-0.477784456653548,0.023878254329698
"Nsfl1c",-0.116324807915604,-0.475996237885654,0.644175641617191
"Thnsl1",-0.284109487089999,-0.470569741635455,-0.906535921503033
"Crocc",0.341692370639262,-0.46987080819648,0.405092545751382
"Cand1",0.0497176764003986,-0.469525296687127,1.42152317993772
"Dpysl2",-0.395476228111113,-0.468009604543979,0.326997268716935
"Rtn1",-0.10840038517184,-0.465981644663732,-1.05626519296869
"Blmh",0.0272772903903064,-0.465685935544727,0.640522531633116
"Dip2b",0.28815473246296,-0.462876153946029,-0.419651049419548
"Ndufs1",0.382857757214868,-0.460921086957878,-0.043233831105295
"Fmr1",0.0438740066556908,-0.460553542164769,-0.490866146992295
"Ywhae",-0.161583846138911,-0.459601500463594,0.852042092118565
"Wars",-0.152131005022974,-0.456998861260189,0.312550737689511
"Myl12b",0.303563388644054,-0.452793979754787,0.539869646715725
"Gap43",1.53696787668272,-0.446360172435976,-0.258368677976767
"Pip4k2b",-0.212280975447149,-0.445759971953584,0.654656607423375
"Septin11",-1.30277125014997,-0.444820429830506,-0.270653540438716
"Nampt",0.112201274956397,-0.444269428084713,1.16784608906631
"Hspa4l",-0.0316159724306308,-0.44074692387358,0.243766743429057
"Synj1",-1.03241529665098,-0.437492326003876,0.0313516351236041
"Cpne4",-0.0855527430886172,-0.437424786128421,-0.371737193321538
"Lta4h",0.43413044140361,-0.437160611676628,1.33929867552058
"Sirt2",-0.490619372145752,-0.431798777806272,-0.131373788627461
"Api5",0.606461702005866,-0.431266229553678,0.215929928583067
"Stmn1",0.865903400899375,-0.427526929217663,0.424813406932108
"Psmb4",0.075522910485599,-0.42426893847598,1.61591275324939
"Camk1d",-1.53089464173584,-0.422993823235853,0.0492388479164475
"Prkcb",-1.03152895720895,-0.417171219895733,0.143798671050052
"Sptbn1",-0.354076355627589,-0.414112669167543,-0.047782928648608
"Timm13",-0.23748600761325,-0.413609645877055,0.748158652704102
"Septin3",-0.670603665678358,-0.409602475583644,0.770095350773957
"Mapk10",-1.5856413231174,-0.407717777084195,0.895756405310605
"Paics",-0.423754772399147,-0.407677151253137,-0.20379921668473
"Cadm4",-0.012979687144231,-0.407641973558621,-0.0547836772258357
"Tcerg1",1.36402340762384,-0.401574040925544,0.299858414378445
"Pdhx",-0.765430174724165,-0.398153343868124,0.0546379333551877
"Srsf4",1.30490835979129,-0.395436967861565,0.490291879178363
"Eftud2",0.506344976885985,-0.394052903373484,-0.253662862898909
"Rbm14",0.670916592946519,-0.393551300751256,-0.35876970709879
"Nudcd3",0.221394874842489,-0.389407687656365,0.917465518516095
"Fabp5",-0.480919993243839,-0.383848326899298,0.354309365544018
"Ppid",-0.0908427934921726,-0.382710154534795,1.73266254956666
"Serbp1",0.228486692244258,-0.382122853133319,0.813051349857565
"Rpl30",0.433577627525592,-0.379182815149204,0.683620438668233
"Hadha",0.284128782275861,-0.378192515883026,0.230317896724489
"Cpne6",-1.42298917046755,-0.377170255240116,0.462702868978226
"Npepps",-0.188066228679729,-0.373943186497986,0.308578198981904
"Ncan",-0.445789720825683,-0.372226486074122,1.48252009176177
"Sart3",1.09785885827961,-0.370911279054509,0.493568954726326
"Pfdn2",0.651682159464552,-0.36978455525353,1.47290929456384
"Acat1",-0.574075586535902,-0.365442474170965,0.1400029395719
"Psmb5",-0.112803768277334,-0.361132088059447,0.120669535646026
"Ca2",-0.27741132782931,-0.357168615623582,0.126851126626315
"Ptpn11",0.161593153707792,-0.354980033357858,0.0582393513109676
"Acadl",0.112873218192224,-0.354669309484261,0.578206228792961
"Nfs1",-0.21649302082608,-0.352382848460334,1.0517693439965
"Sdhb",0.301391531797968,-0.349110551926105,-0.0433000660700837
"Pepd",-0.269705080117149,-0.347705748708704,1.47302412333716
"Camk4",-0.0727278329908079,-0.3461653525634,0.302414571157707
"Dusp3",-0.0155661102472594,-0.341549384781106,-0.113879253198478
"Necap1",-0.789665586901958,-0.340156460324801,0.485579689005932
"Acadvl",-0.332344807840407,-0.335084317685698,0.168635803984017
"Prep",0.0334395781445766,-0.334781184251683,0.976473694680194
"Nefl",-0.127122750961945,-0.334275054682021,-0.639266235262802
"Uba1",-0.428035551363717,-0.333905686129563,-0.415660868778325
"Hspa4",0.472145346226913,-0.332638924388698,1.04562744928927
"Pgm1",0.132649162540823,-0.332487089828169,0.814495370608143
